Grupo Vehiculo;Placa;digito;Codigo SII;A�o Veh�culo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;A�o Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisi�n;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas;
Vehiculo Liviano;BZSV-94;1;SU050005509;2009;2652338;Internet;27221;0;0;27221;Total;30/04/2022;2022;STATION WAGON;CHEVROLET;VIVANT LS MC 1.6 16V MT AC AW;AZUL DENIM;Mec;Benc;1600;Full;4;
Vehiculo Liviano;YL-7542;6;SD050019605;2005;1874889;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;OPTRA LS NB 1.6 16V MT AC;VERDE;Mec;Benc;1600;Full;4;
Vehiculo Liviano;UY-8291;4;SD132004202;2002;1337906;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;RIO 1.5 LXE DH;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;ZP-1535;K;HB132001207;2007;2194976;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;AZUL DIAMANTE;Mec;Benc;1100;Full;4;
Vehiculo Liviano;UY-1254;1;HB184007902;2002;1703787;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;PEUGEOT;307 XT 5P. 1.6;VERDE DURANOS;Mec;Benc;1600;Full;4;
Vehiculo Liviano;CDWD-15;1;SD111015910;2010;2664445;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT;GRIS METALICO;Mec;Dies;1500;Equi;4;
Vehiculo Liviano;BXZB-28;1;SD176021409;2009;2276165;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;V16 EX SALOON STD COLOR;BLANCO;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;SB-4803;8;CT176003198;1998;873734;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;D21 C/S;BLANCO;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;CGYR-65;1;HB049000110;2010;1341582;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHERY;IQ 1100;AZUL;Mec;Benc;1100;Full;4;
Vehiculo Liviano;VD-9797;1;CT064004402;2002;2419463;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;DODGE;RAM QUAD CAB 4X4;BLANCO;Aut;Benc;4700;Full;4;
Vehiculo Liviano;US-3247;7;CT132002501;2001;1737344;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;KIA MOTORS;FRONTIER 2.7 PLUS P.UP;BLANCO;Mec;Dies;2700;Norm;2;
Vehiculo Liviano;NA-2962;9;CT235002695;1995;1073966;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX D/C DLX DIESEL;ROJO;Mec;Dies;2400;Norm;4;
Vehiculo Liviano;BYTJ-57;0;SD050022709;2009;2372718;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;AVEO SEDAN NB 1.4 MT BASE;ROJO SUPER;Mec;Benc;1400;Norm;4;
Vehiculo Liviano;EF-2773;5;CT050001990;1990;455070;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;LUV 1.6 D/C;ROJO;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;PL-5933;2;CT064001299;1999;1383413;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;DODGE;RAM 4 X 2 REG CAB;BLANCO;Aut;Benc;5200;Full;2;
Vehiculo Liviano;YF-9648;K;CT176019205;2005;2622147;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO;PLATEADO METALICA;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;PG-5837;2;HB235000496;1996;868881;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;STARLET XLI HB;AZUL;Mec;Benc;1300;Norm;2;
Vehiculo Liviano;CYBH-92;K;HB050011211;2011;2360770;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK GT HB 1.2 MT LT;PLATEADO METALICO;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;YJ-9448;0;CO184003305;2005;2011410;Internet;27221;0;0;27221;Total;30/04/2022;2022;FURGON;PEUGEOT;BOXER TOLE 330 MH 2.0;BLANCO BANQUISE;Mec;Benc;2000;Norm;2;
Vehiculo Liviano;CWJB-34;4;SD050026511;2011;2318355;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SAIL NB 1.4;ROJO;Mec;Benc;1400;Norm;4;
Vehiculo Liviano;ZD-3776;3;SU050004705;2005;2002309;Internet;27221;0;0;27221;Total;30/04/2022;2022;STATION WAGON;CHEVROLET;VIVANT LS MC 1.6 16V MT AC;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;NG-1553;6;SD176008595;1995;1401616;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;MAXIMA;BLANCO;Aut;Benc;3000;Full;4;
Vehiculo Liviano;TF-2445;5;CT166002199;1999;1331101;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;MITSUBISHI;L200 D/C DIESEL;BLANCO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;RG-9229;5;CT235003797;1997;1055763;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX C/S STD;ROJO;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;VY-1929;7;CT176011703;2003;2083756;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO DX L2-302;BLANCO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;VL-1519;5;SD184013603;2003;1911295;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;PEUGEOT;206;AZUL;Mec;Benc;1600;Full;2;
Vehiculo Liviano;YA-7491;1;HB184006505;2005;1638252;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;PEUGEOT;206;ROJO LUCIFER;Mec;Benc;1600;Full;4;
Vehiculo Liviano;YP-4549;4;HB132000805;2005;1210486;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;ROJO ESCARLATA;Mec;Benc;1100;Norm;4;
Vehiculo Liviano;BJLB-57;5;SD176021409;2009;2276165;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;V16 EX SALOON STD COLOR;NEGRO PLATEADO;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;UN-1793;K;CT166002601;2001;1813991;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;MITSUBISHI;L200 D/C DIESEL GL 4X4;PLATEADO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;NZ-2628;2;SD235008796;1996;882836;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;TERCEL XLI;VERDE OSCURO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;HBVV-37;5;HB050015315;2015;2565214;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;PLATEADO PLATA METALICO;Mec;Benc;800;Equi;4;
Vehiculo Liviano;UG-6558;3;CT235004401;2001;2056917;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX D/C STD DIESEL;GRIS MEDIO MICA;Mec;Dies;2800;Norm;4;
Vehiculo Liviano;US-3012;1;SD197007602;2002;1478080;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;RENAULT;CLIO SDN RT AB;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;XN-5381;9;CT111001504;2004;2157033;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;HYUNDAI;PORTER CHASIS SPR PS;AZUL;Mec;Dies;2600;Norm;2;
Vehiculo Liviano;YZ-5805;3;CT050023105;2005;1508164;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;MONTANA;BLANCO MAHLER;Mec;Benc;1800;Full;2;
Vehiculo Liviano;XU-4781;6;SD050019604;2004;1755100;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;OPTRA LS NB 1.6 16V MT AC;VERDE KHAKI;Mec;Benc;1600;Full;4;
Vehiculo Liviano;PJ-7246;1;CT050005797;1997;846431;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;C100 WORK TRUCK 2WD MT;ROJO BURDEO;Mec;Benc;4300;Norm;2;
Vehiculo Liviano;WW-7003;4;SD176020807;2007;2711525;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;PLATINA HL 408;ROJO METALICO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;GLXK-36;K;HB050015114;2014;2602826;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE E5 1.0 MT;ROJO SOLAR;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;CLRT-13;7;HB229009210;2010;1544690;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;ALTO 800 GL;PLATEADO PLATA;Mec;Benc;800;Norm;4;
Vehiculo Liviano;CPHG-85;1;HB111004410;2010;2693288;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;GETZ;PLATEADO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;ZD-2263;4;HB077010205;2005;1410718;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;FIAT;PALIO FIRE 16V SPORT;BLANCO BANCHISA;Mec;Benc;1300;Equi;4;
Vehiculo Liviano;CDVS-17;2;HB050011410;2010;1695027;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;AZUL DEPORTIVO;Mec;Benc;800;Norm;4;
Vehiculo Liviano;HGRZ-40;2;HB088000715;2015;2424104;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;GEELY;LC 1.3 GA;PLATEADO;Mec;Benc;1300;Equi;4;
Vehiculo Liviano;ZX-4990;K;HB050006406;2006;1811563;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;AVEO II LT HB 5P 1.4 MTAC;ROJO FLAME;Mec;Benc;1400;Full;4;
Vehiculo Liviano;WU-2911;9;HB235003207;2007;2503300;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS;PLATEADO MICA METALICO;Mec;Benc;1300;Norm;2;
Vehiculo Liviano;ZA-8868;2;SD077004906;2006;1438022;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;FIAT;SIENA FIRE DH;ROJO ALPINO;Mec;Benc;1300;Norm;4;
Vehiculo Liviano;ZL-6421;8;SD235016106;2006;1774774;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS SEDAN XLI;BEIGE METALICO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;NV-6347;2;SD176008696;1996;755417;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;NISSAN;V16 EX 1.6 SEDAN;VERDE;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;UJ-2578;5;SD132003801;2001;1128574;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;RIO 1.3 LS DH;VERDE ESMERA;Mec;Benc;1300;Norm;4;
Vehiculo Liviano;BJKG-19;2;SD050022010;2010;2215618;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;CHEVY;NEGRO GRIS;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;FTXS-23;K;HB111009713;2013;2714845;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;I10 1.1 FL GLS;AZUL;Mec;Benc;1100;Equi;4;
Vehiculo Liviano;YY-7755;K;CT176019206;2006;2684914;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO DX 4X2;ROJO INTENSO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;RU-7814;8;SD235008998;1998;1219588;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;COROLLA;GRIS PLATA;Mec;Benc;1600;Norm;4;
Vehiculo Liviano;RE-2316;4;CT064000297;1997;655301;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;DODGE;DAKOTA;VERDE;Mec;Benc;2500;Norm;2;
Vehiculo Liviano;LN-4339;1;CT235003294;1994;955647;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX D/C STD 4WD;BEIGE;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;ZS-3332;2;SD050017206;2006;1483529;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;CORSA;BEIGE ESPARTA;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;FDFC-43;7;HB050011514;2014;2429756;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;ROJO SOLAR;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;BKTW-62;0;HB229008308;2008;1912188;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;ALTO DLX;BEIGE CLARO;Mec;Benc;1100;Equi;4;
Vehiculo Liviano;KH-7333;0;CT050005193;1993;918755;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;SILVERADO 5.0 V8;ROJO GRIS;Aut;Benc;5000;Full;2;
Vehiculo Liviano;NH-8371;2;CT176001995;1995;882836;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;KING-CAB;PLATEADO METALICO;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;WE-5586;9;HB106002006;2006;2120627;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HONDA;FIT EX 1.4;PLATEADO;Mec;Benc;1300;Full;4;
Vehiculo Liviano;DF-9452;9;CT050003991;1991;464171;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;LUV 2.3 STANDARD;MARRON;Mec;Benc;2300;Norm;2;
Vehiculo Liviano;SB-4144;0;CT050005298;1998;1064864;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;S10 EC 2.2;ROJO BURDEO;Mec;Benc;2200;Norm;2;
Vehiculo Liviano;CLJL-89;6;SD050022710;2010;2515818;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;AVEO SEDAN NB 1.4 MT BASE;GRIS URBAN;Mec;Benc;1400;Norm;4;
Vehiculo Liviano;DXVK-46;K;CT268000512;2012;2604810;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;ZX;GRAND TIGER 2.2;ROJO;Mec;Benc;2200;Full;4;
Vehiculo Liviano;YU-5221;9;HB229006805;2005;1037560;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;MARUTI SIN VERSION;ROJO;Mec;Benc;800;Norm;4;
Vehiculo Liviano;KB-2789;7;SD050009592;1992;527882;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;MONZA 1.8 SL/E;VERDE;Mec;Benc;1800;Norm;4;
Vehiculo Liviano;DZVP-15;8;HB111009713;2013;2714845;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;I10 1.1 FL GLS;ROJO ELECTRICO;Mec;Benc;1100;Equi;4;
Vehiculo Liviano;DV-1497;2;SU227000692;1992;719011;Internet;27221;0;0;27221;Total;30/04/2022;2022;STATION WAGON;SUBARU;LEGACY 1.8 GL;CELESTE;Mec;Benc;1800;Norm;4;
Vehiculo Liviano;DRFS-44;3;HB050011412;2012;1956493;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE HB 0.8 MT;CELESTE MISTY LAKE;Mec;Benc;800;Norm;4;
Vehiculo Liviano;ZA-4876;1;CT050020505;2005;1993207;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;LUV WORK CC 2.8D;BLANCO;Mec;Dies;2800;Norm;4;
Vehiculo Liviano;KL-5208;4;CT050003993;1993;546084;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;CHEVROLET;LUV 2.3 STANDARD;BLANCO;Mec;Benc;2300;Norm;2;
Vehiculo Liviano;TU-8630;2;HB077006800;2000;810025;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;FIAT;UNO S;AZUL;Mec;Benc;1300;Norm;4;
Vehiculo Liviano;ZP-5231;K;CT176018806;2006;2384567;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO;BLANCO;Mec;Dies;2700;Norm;2;
Vehiculo Liviano;DGZW-56;7;HB050011511;2011;1900880;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;VERDE METALICO;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;FDFC-42;9;CO146000814;2014;2405332;Internet;27221;0;0;27221;Total;30/04/2022;2022;STATION WAGON;LIFAN;VAN EX 1.3 DA;GRIS SILVER;Mec;Benc;1300;Full;4;
Vehiculo Liviano;ZU-8718;9;SD111009606;2006;1847585;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT GL;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;BBGZ-98;4;CT229000707;2007;2281394;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;SUZUKI;PICK-UP APV;BLANCO;Mec;Benc;1600;Norm;2;
Vehiculo Liviano;XN-9078;1;HB243014804;2004;2207364;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;VOLKSWAGEN;GOLF 2.0 HIGH;ROJO TORNADO;Aut;Benc;2000;Full;4;
Vehiculo Liviano;LA-2980;3;CT079002997;1997;855532;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;FORD;RANGER C/S;ROJO;Mec;Benc;2300;Norm;2;
Vehiculo Liviano;RU-1813;7;CT235003798;1998;1146777;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX C/S STD;ROJO MICA;Mec;Benc;2400;Norm;2;
Vehiculo Liviano;HJV-027;3;MT254029919;2019;1329488;Internet;27221;0;0;27221;Total;30/04/2022;2022;Moto;YAMAHA;XTZ;NEGRO;Mec;Benc;125;NULL;0;
Vehiculo Liviano;PW-8208;1;CT176015207;2007;2310967;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;D21 D/C STD 4X2;ROJO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;TF-5735;3;SD106006199;1999;1474427;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HONDA;CIVIC EX;AZUL CICLON;Aut;Benc;1600;Full;4;
Vehiculo Liviano;XP-5896;3;SU229017004;2004;2622551;Internet;27221;0;0;27221;Total;30/04/2022;2022;JEEP;SUZUKI;GRAND VITARA;BLANCO;Aut;Benc;1600;Equi;2;
Vehiculo Liviano;SA-5073;9;CT235003598;1998;1283297;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;TOYOTA;HILUX D/C DLX;GRIS MEDIO MICA;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;ZS-2120;0;SD235017406;2006;1894523;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;TOYOTA;YARIS SEDAN XLI MEC;BLANCO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;DRRH-87;5;HB111006512;2012;2480966;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;I10 1.1 GLS (BASE);PLATEADO;Mec;Benc;1100;Equi;4;
Vehiculo Liviano;BSFP-54;9;HB229007808;2008;2698427;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;SWIFT;GRIS PERLA;Mec;Benc;1300;Equi;4;
Vehiculo Liviano;DDBW-66;1;HB229010411;2011;2270858;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;CELERIO 1.0 GLX;PLATEADO PLATA;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;PG-6633;2;SD193000196;1996;637098;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;PROTON;NATURA 1.5 GLI;BLANCO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;XC-6375;6;SU197002804;2004;2239386;Internet;27221;0;0;27221;Total;30/04/2022;2022;STATION WAGON;RENAULT;SCENIC RX4 EXPRESSION 4X4;GRIS BOREAL;Mec;Benc;2000;Full;4;
Vehiculo Liviano;FWJS-18;2;HB111009813;2013;2560884;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;I10;ROJO METALICO;Mec;Benc;1100;Equi;4;
Vehiculo Liviano;CYVW-10;7;SD197011911;2011;2651324;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;RENAULT;LOGAN SEDAN DYNAMIQUE;AZUL GRIS;Mec;Benc;1600;Full;4;
Vehiculo Liviano;XE-6693;2;CT111001504;2004;2157033;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;HYUNDAI;PORTER CHASIS SPR PS;BLANCO;Mec;Dies;2600;Norm;2;
Vehiculo Liviano;YU-7760;2;CT176005906;2006;2084222;Internet;27221;0;0;27221;Total;30/04/2022;2022;CAMIONETA;NISSAN;D21;BLANCO;Mec;Benc;2400;Equi;4;
Vehiculo Liviano;CBPF-69;5;HB077012109;2009;2557934;Internet;27221;0;0;27221;Total;30/04/2022;2022;AUTOMOVIL;FIAT;PALIO FLP;ROJO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;BBHB-46;6;HB184012608;2008;2725613;Internet;27256;0;0;27256;Total;30/04/2022;2022;AUTOMOVIL;PEUGEOT;206 XR 5P. 1.4 AA;GRIS;Mec;Benc;1400;Full;4;
Vehiculo Liviano;HTZC-51;7;HB077017416;2016;4363610;Internet;27304;0;0;27304;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;FIAT;UNO WAY 1.4 EVO 5P;GRIS SCANDIUM;Mec;Benc;1400;Full;4;
Vehiculo Liviano;ZX-2652;7;CT166002606;2006;2748624;Internet;27486;0;0;27486;Total;30/04/2022;2022;CAMIONETA;MITSUBISHI;L200 D/C DIESEL GL 4X4;BLANCO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;HSRK-94;6;HB229014916;2016;2749114;Internet;27491;0;0;27491;Total;30/04/2022;2022;AUTOMOVIL;SUZUKI;ALTO;ROJO PERLADO;Mec;Benc;800;Equi;4;
Vehiculo Liviano;HCBS-48;0;SD111023215;2015;4395457;Internet;27622;0;0;27622;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT RB 1.4 GL AV 6MT;PLATEADO;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;ZV-2492;9;SU229019006;2006;2821435;Internet;28214;0;0;28214;Total;30/04/2022;2022;SUV;SUZUKI;GRAND VITARA;GRIS GRAFITO;Mec;Benc;1600;Equi;2;
Vehiculo Liviano;CZVL-77;1;CT077001711;2011;2822858;Internet;28229;0;0;28229;Total;30/04/2022;2022;CAMIONETA;FIAT;STRADA 1.4 C/EXT MT WORKING;GRIS CROMO;Mec;Benc;1400;Norm;2;
Vehiculo Liviano;DLWL-95;9;HB132004212;2012;2830772;Internet;28308;0;0;28308;Total;30/04/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;BLANCO INVIERNO;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;FZTB-47;0;HB111014014;2014;2848818;Internet;28488;0;0;28488;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;EON 0.8 GL;ROJO;Mec;Benc;800;Equi;4;
Vehiculo Liviano;GLXP-29;6;HB111014014;2014;2848818;Internet;28488;0;0;28488;Total;30/04/2022;2022;AUTOMOVIL;HYUNDAI;EON 0.8 GL;CELESTE;Mec;Benc;800;Equi;4;
Vehiculo Liviano;CBPG-18;7;SU268000309;2009;2848900;Internet;28489;0;0;28489;Total;30/04/2022;2022;STATION WAGON;ZX;LANDMARK X4 GSL MT DAB;BLANCO;Mec;Benc;2400;Full;4;
Vehiculo Liviano;BFLP-12;5;HB052014208;2008;2848900;Internet;28489;0;0;28489;Total;30/04/2022;2022;AUTOMOVIL;CITROEN;C1 1.0 12V MEC 4 PTAS.;AZUL DAMAS;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;BZSP-35;4;HB184012109;2009;2848900;Internet;28489;0;0;28489;Total;30/04/2022;2022;AUTOMOVIL;PEUGEOT;107 URBAN 5P. 1.0;GRIS GALLIUM;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;BFRG-41;2;HB184011508;2008;2848900;Internet;28489;0;0;28489;Total;30/04/2022;2022;AUTOMOVIL;PEUGEOT;206 X-LINE 5P. 1.6 AA;AMARILLO PERSEPOLIS;Mec;Benc;1600;Full;4;
Vehiculo Liviano;CDDZ-41;2;CO050001109;2009;2854839;Internet;28548;0;0;28548;Total;30/04/2022;2022;FURGON;CHEVROLET;COMBO VAN 5P 1.3D PL AB II;BLANCO;Mec;Dies;1300;Norm;4;
Vehiculo Liviano;KGVD-47;5;HB050017518;2018;4504360;Internet;28711;0;0;28711;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;CHEVROLET;SPARK GT E5 1.2 MT BASE;GRIS METALICO;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;UZ-8156;4;SD032012201;2001;2878764;Internet;28788;0;0;28788;Total;30/04/2022;2022;AUTOMOVIL;BMW;318;GRIS VERDE METALICO;Aut;Benc;1900;Full;4;
Vehiculo Liviano;JDXF-41;0;SD111031117;2017;4514010;Internet;28808;0;0;28808;1ra. Cuota;30/04/2022;2022;AUTOMOVIL;HYUNDAI;I-10;PLATEADO;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;BPPF-65;4;CT176026509;2009;2881122;Internet;28811;0;0;28811;Total;30/04/2022;2022;CAMIONETA;NISSAN;TERRANO D/C 4X2;BLANCO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;YN-5977;8;VN111009706;2006;2894246;Internet;28942;0;0;28942;Total;30/04/2022;2022;MINIBUS;HYUNDAI;H1 SV MINIBUS;AZUL;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;GSTG-62;6;HB117000714;2014;2902671;Internet;29027;0;0;29027;Total;30/04/2022;2022;AUTOMOVIL;JAC;A137;AZUL;Mec;Benc;1300;Full;4;
Vehiculo Liviano;XC-2438;6;SU227016004;2004;2930652;Internet;29307;0;0;29307;Total;30/04/2022;2022;AUTOMOVIL;SUBARU;FORESTER;PLATEADO GRIS;Aut;Benc;2000;Full;4;
