Grupo Vehiculo;Placa;digito;Codigo SII;A�o Veh�culo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;A�o Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisi�n;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas;
Vehiculo Liviano;PGFB-28;1;SU164000921;2021;9295176;Presencial;95675;0;0;95675;2da. Cuota;31/08/2022;2022;STATION WAGON;MG;ZS;ROJO;Mec;Benc;1500;NULL;5;
Vehiculo Liviano;HJCY-93;6;CT079017216;2016;9455605;Presencial;98220;0;0;98220;2da. Cuota;31/08/2022;2022;CAMIONETA;FORD;RANGER;GRIS GRAFITO;Mec;Dies;3200;Equi;4;
Vehiculo Liviano;RBYR-50;5;SU018001221;2021;9461542;Presencial;98315;0;0;98315;2da. Cuota;31/08/2022;2022;STATION WAGON;BAIC;X35;AZUL;Mec;Benc;1500;NULL;5;
Vehiculo Liviano;KHYS-45;K;SU176023418;2018;9587184;Presencial;100309;0;0;100309;2da. Cuota;31/08/2022;2022;STATION WAGON;NISSAN;KICKS;NARANJO NARANJA METALICO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;PPDP-43;0;HB229015721;2021;9587624;Presencial;100315;0;0;100315;2da. Cuota;31/08/2022;2022;AUTOMOVIL;SUZUKI;BALENO;ROJO PERLADO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;PHDH-30;4;SD132019821;2021;9692557;Presencial;101981;0;0;101981;2da. Cuota;31/08/2022;2022;AUTOMOVIL;KIA MOTORS;SOLUTO;PLATEADO PLATA TITAN;Mec;Benc;1400;NULL;4;
Vehiculo Liviano;GBRJ-61;0;CT235013814;2014;9692544;Presencial;101981;0;0;101981;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;2500;Full;4;
Vehiculo Liviano;HYGG-66;0;CT050030216;2016;9732139;Presencial;102609;0;0;102609;2da. Cuota;31/08/2022;2022;CAMIONETA;CHEVROLET;D-MAX;ROJO TERRACOTA;Mec;Dies;2500;Full;4;
Vehiculo Liviano;HDVK-90;K;CT050032915;2015;9808771;Presencial;103826;0;0;103826;2da. Cuota;31/08/2022;2022;CAMIONETA;CHEVROLET;D-MAX;ROJO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;KHPX-53;2;SU176023018;2018;10377151;Presencial;112845;0;0;112845;2da. Cuota;31/08/2022;2022;STATION WAGON;NISSAN;QASHQAI ADVANCE MT;NEGRO PERLA;Mec;Benc;2000;Full;4;
Vehiculo Liviano;HZWW-63;2;CT235014616;2016;10549668;Presencial;115583;0;0;115583;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX;PLATEADO PLATA METALICO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;GGYL-51;7;CT235013614;2014;10621270;Presencial;116720;0;0;116720;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;3000;Full;4;
Vehiculo Liviano;LWRS-43;4;SU050012120;2020;10717414;Presencial;118245;0;0;118245;2da. Cuota;31/08/2022;2022;STATION WAGON;CHEVROLET;TRACKER;NEGRO;Mec;Benc;1800;NULL;4;
Vehiculo Liviano;KFKR-76;4;CT166006918;2018;11029315;Presencial;123196;0;0;123196;2da. Cuota;31/08/2022;2022;CAMIONETA;MITSUBISHI;L200;BLANCO FAIRY;Mec;Dies;2400;Full;4;
Vehiculo Liviano;KBGB-72;5;VN176007018;2018;11032854;Presencial;123252;0;0;123252;2da. Cuota;31/08/2022;2022;STATION WAGON;NISSAN;X-TRAIL;GRIS METALICO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;JBFL-78;6;SU227030816;2016;11065818;Presencial;123774;0;0;123774;2da. Cuota;31/08/2022;2022;STATION WAGON;SUBARU;OUTBACK;ROJO VENECIA PERLADO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;RCKK-15;K;NULL;2022;11116900;Presencial;124585;0;0;124585;2da. Cuota;31/08/2022;2022;STATION WAGON;GAC;GS4 1.3TMGB;BLANCO;MEC;BENC;1300;FULL;0;
Vehiculo Liviano;JSSD-57;9;CT050030217;2017;11252082;Presencial;126730;0;0;126730;2da. Cuota;31/08/2022;2022;CAMIONETA;CHEVROLET;D-MAX;ROJO TERRACOTA;Mec;Dies;2500;Full;4;
Vehiculo Liviano;JGSB-62;1;CT166006617;2017;11764240;Presencial;134859;0;0;134859;2da. Cuota;31/08/2022;2022;CAMIONETA;MITSUBISHI;L200 KATANA CRT;GRIS GRAFITO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;KPTF-71;6;SU197009418;2018;6850606;Presencial;122291;6236;8532;137059;Total;31/08/2022;2022;STATION WAGON;RENAULT;DUSTER;GRIS COMET;Mec;Benc;1600;NULL;4;
Vehiculo Liviano;LWRP-85;0;CT117002320;2020;12039922;Presencial;139234;0;0;139234;2da. Cuota;31/08/2022;2022;CAMIONETA;JAC;T8;PLATEADO PLATA;Mec;Dies;2000;NULL;4;
Vehiculo Liviano;PPRV-36;4;SU047005121;2021;12618232;Presencial;148411;0;0;148411;2da. Cuota;31/08/2022;2022;STATION WAGON;CHANGAN;CX70;BLANCO;Aut;Benc;1500;NULL;4;
Vehiculo Liviano;KDVR-20;8;CT176032918;2018;13770213;Presencial;167539;0;0;167539;2da. Cuota;31/08/2022;2022;CAMIONETA;NISSAN;NP300;BLANCO;Mec;Dies;2300;Full;4;
Vehiculo Liviano;JRPP-22;6;CT235014517;2017;13861248;Presencial;169464;0;0;169464;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;JHYS-56;1;CT050034017;2017;14009779;Presencial;172607;0;0;172607;2da. Cuota;31/08/2022;2022;CAMIONETA;CHEVROLET;D-MAX CC 2.5D 4WD HIGH MT CV;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;RJTD-51;5;NULL;2022;14090600;Presencial;174317;0;0;174317;2da. Cuota;31/08/2022;2022;STATION WAGON;TOYOTA;RUSH XLI MT;PLATEADO SILVER MICA;MEC;BENC;1500;FULL;0;
Vehiculo Liviano;RJWK-84;4;NULL;2022;14145500;Presencial;175479;0;0;175479;2da. Cuota;31/08/2022;2022;AUTOMOVIL;PEUGEOT;301 HDI 92 HP;GRIS PLATINUM;MEC;DIES;1600;NORM;0;
Vehiculo Liviano;BSXP-88;K;SU032002109;2009;7933347;Presencial;159234;8120;11109;178463;Total;31/08/2022;2022;STATION WAGON;BMW;X3;GRIS CLARO METALICO;Aut;Benc;2500;Full;4;
Vehiculo Liviano;JWWH-80;2;CT243007618;2018;14430948;Presencial;181519;0;0;181519;2da. Cuota;31/08/2022;2022;CAMIONETA;VOLKSWAGEN;AMAROK;ROJO TORNADO;Mec;Dies;2000;Full;4;
Vehiculo Liviano;HZRD-73;9;CT235014316;2016;15236562;Presencial;198566;0;0;198566;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX AT-EG10 SRV;ROJO METALICO;Aut;Dies;2800;Full;4;
Vehiculo Liviano;KKXG-27;8;CT235014418;2018;15990956;Presencial;214530;0;0;214530;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;HRDL-91;9;CT111007420;2020;16338094;Presencial;221874;0;0;221874;2da. Cuota;31/08/2022;2022;CAMIONETA;HYUNDAI;HD 35;BLANCO;Mec;Dies;2500;NULL;2;
Vehiculo Liviano;LWBX-90;6;NULL;2020;16435000;Presencial;223925;0;0;223925;2da. Cuota;31/08/2022;2022;STATION WAGON;HYUNDAI;TUCSON TL CRDI E6 2.0 SW 5P TM;NEGRO;MEC;DIES;2000;FULL;0;
Vehiculo Liviano;HYKK-35;6;CT235015218;2018;16716822;Presencial;229889;0;0;229889;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;LYZY-53;0;CT050035920;2020;18428867;Presencial;266116;0;0;266116;2da. Cuota;31/08/2022;2022;CAMIONETA;CHEVROLET;COLORADO;BLANCO;Aut;Dies;2800;NULL;4;
Vehiculo Liviano;LYTG-80;1;SU132019920;2020;19163824;Presencial;281667;0;0;281667;2da. Cuota;31/08/2022;2022;STATION WAGON;KIA MOTORS;SORENTO;GRIS ACERO;Aut;Dies;2200;NULL;5;
Vehiculo Liviano;RDPX-72;3;NULL;2022;20890500;Presencial;318203;0;0;318203;2da. Cuota;31/08/2022;2022;CAMIONETA;TOYOTA;HILUX 4X2 2.4MTSR SR42MT24-1;ROJO METALICO;MEC;DIES;2393;FULL;0;
Vehiculo Liviano;RLHG-56;9;CT166006622;2022;24335333;Presencial;397863;0;0;397863;2da. Cuota;31/08/2022;2022;CAMIONETA;MITSUBISHI;L200;GRIS GRAFITO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;TE-5943;2;CT176003199;1999;964748;Presencial;14820;202;219;15241;2da. Cuota;01/09/2022;2022;CAMIONETA;NISSAN;PICK UP;VERDE OSCURO BRILLANTE;Mec;BENC;1800;Norm;2;
Vehiculo Liviano;UF-4601;0;SU059005501;2001;1456224;Presencial;14820;202;219;15241;2da. Cuota;01/09/2022;2022;JEEP;DAIHATSU;TERIOS;ROJO MICA;Mec;Benc;1300;Equi;4;
Vehiculo Liviano;DGLL-19;1;CO146000312;2012;1941695;Presencial;14820;202;219;15241;2da. Cuota;01/09/2022;2022;STATION WAGON;LIFAN;VAN;GRIS SILVER;Mec;Benc;1300;Equi;4;
Vehiculo Liviano;FBWT-28;8;HB050011413;2013;2124661;Presencial;14820;202;219;15241;2da. Cuota;01/09/2022;2022;AUTOMOVIL;CHEVROLET;SPARK;VERDE METALICO;Mec;Benc;800;Norm;4;
Vehiculo Liviano;WE-7926;1;CT176018406;2006;2748624;Presencial;14965;204;221;15390;2da. Cuota;01/09/2022;2022;CAMIONETA;NISSAN;TERRANO;PLATEADO METALICO;Mec;Dies;3200;Norm;2;
Vehiculo Liviano;ZU-6806;0;SU229019006;2006;2821435;Presencial;15361;209;227;15797;2da. Cuota;01/09/2022;2022;STATION WAGON;SUZUKI;GRAND VITARA;GRIS GRAFITO;Mec;Benc;1600;Equi;2;
Vehiculo Liviano;HDGZ-63;9;HB132007015;2015;3749354;Presencial;23042;313;341;23696;2da. Cuota;01/09/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2L 5MT DAB;NEGRO GALAXIA;Mec;Benc;1200;Equi;4;
Vehiculo Liviano;FHBV-36;0;CT077001913;2013;3829060;Presencial;23910;325;353;24588;2da. Cuota;01/09/2022;2022;CAMIONETA;FIAT;STRADA;NEGRO VULCANO;Mec;Benc;1400;Full;2;
Vehiculo Liviano;HBVV-51;0;HB132004315;2015;3970229;Presencial;25446;346;376;26168;2da. Cuota;01/09/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;ROJO SIGNAL;Mec;Benc;1200;Full;4;
Vehiculo Liviano;KVVX-24;1;HB229015219;2019;4100774;Presencial;26868;365;397;27630;2da. Cuota;01/09/2022;2022;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;1000;Full;4;
Vehiculo Liviano;TVY-085;0;NULL;2022;0;Presencial;26728;865;1151;28744;Total;01/09/2022;2022;Moto;ROYAL ENFIELD;HIMALAYAN;PLATEADO PLATA;NULL;NULL;NULL;NULL;0;
Vehiculo Liviano;KFKT-81;3;SD065000518;2018;4270060;Presencial;28712;391;424;29527;2da. Cuota;01/09/2022;2022;AUTOMOVIL;DFM;A30 ELEGANT MT 1.6;NEGRO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;BXCR-36;0;SU229023409;2009;4304560;Presencial;29088;396;430;29914;2da. Cuota;01/09/2022;2022;STATION WAGON;SUZUKI;GRAND NOMADE;BEIGE CLARO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;HBVT-79;4;SD050029715;2015;4387187;Presencial;29987;408;443;30838;2da. Cuota;01/09/2022;2022;AUTOMOVIL;CHEVROLET;SONIC E5 NB 1.6 MT;ROJO METALICO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;WZ-9499;9;VN050003207;2007;4511710;Presencial;31342;426;463;32231;2da. Cuota;01/09/2022;2022;STATION WAGON;CHEVROLET;CAPTIVA LT SU 2.0D AWD AT;VERDE  OAK;Aut;Dies;2000;Full;4;
Vehiculo Liviano;GRYZ-92;0;CT077002014;2014;4635960;Presencial;32697;445;483;33625;2da. Cuota;01/09/2022;2022;CAMIONETA;FIAT;STRADA;VERDE SAVAGE;Mec;Benc;1600;Full;2;
Vehiculo Liviano;DTJV-72;7;SD111021112;2012;4689538;Presencial;33281;453;492;34226;2da. Cuota;01/09/2022;2022;AUTOMOVIL;HYUNDAI;ELANTRA;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;ZR-4093;6;CO052003406;2006;1902193;Presencial;31807;1960;2626;36393;Total;01/09/2022;2022;FURGON;CITROEN;BERLINGO;BLANCO BANQUISE;Mec;Dies;1900;Norm;3;
Vehiculo Liviano;KKYB-68;5;HB176006518;2018;5114260;Presencial;37905;516;560;38981;2da. Cuota;01/09/2022;2022;AUTOMOVIL;NISSAN;MARCH SPORT DRIVE AC;ROJO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;YY-8019;4;CT176020006;2006;2985260;Presencial;34882;2149;2880;39911;Total;01/09/2022;2022;CAMIONETA;NISSAN;TERRANO DX TDI 4X4;ROJO METALICO;Mec;Dies;2500;Equi;4;
Vehiculo Liviano;DLHF-73;6;CT176029312;2012;5283410;Presencial;39746;541;587;40874;2da. Cuota;01/09/2022;2022;CAMIONETA;NISSAN;TERRANO AX D CAB  2.5;ROJO;Mec;Dies;2500;Norm;4;
Vehiculo Liviano;JHYB-34;8;HB050018117;2017;5650210;Presencial;43740;595;646;44981;2da. Cuota;01/09/2022;2022;AUTOMOVIL;CHEVROLET;ONIX;BLANCO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;KZVZ-53;6;HB132009219;2019;5696010;Presencial;44239;602;654;45495;2da. Cuota;01/09/2022;2022;AUTOMOVIL;KIA MOTORS;MORNING;PLATEADO RESPLANDECIENTE;Mec;Benc;1000;Equi;4;
Vehiculo Liviano;DPXF-87;0;CT050030212;2012;5799210;Presencial;45362;617;670;46649;2da. Cuota;01/09/2022;2022;CAMIONETA;CHEVROLET;D-MAX;PLATEADO PLATA;Mec;Dies;2500;Full;4;
Vehiculo Liviano;LLLV-91;9;HB077018319;2019;5827360;Presencial;45670;621;675;46966;2da. Cuota;01/09/2022;2022;AUTOMOVIL;FIAT;UNO;NEGRO VULCANO;Mec;Benc;1400;Full;4;
Vehiculo Liviano;ZR-4093;6;CO052003406;2006;1961024;Presencial;37389;3951;7949;49289;Total;01/09/2022;2021;FURGON;CITROEN;BERLINGO;BLANCO BANQUISE;Mec;Dies;1900;Norm;3;
Vehiculo Liviano;LFCV-87;K;HB197017919;2019;6231460;Presencial;50070;681;740;51491;2da. Cuota;01/09/2022;2022;AUTOMOVIL;RENAULT;CLIO;ROJO INTENSO;Mec;Benc;1200;NULL;4;
Vehiculo Liviano;KCJF-98;3;SD235024818;2018;6289956;Presencial;50707;690;749;52146;2da. Cuota;01/09/2022;2022;AUTOMOVIL;TOYOTA;YARIS;GRIS METALICO;Mec;Benc;1500;NULL;4;
Vehiculo Liviano;PCKW-13;3;SD050030621;2021;6721654;Presencial;56435;768;834;58037;2da. Cuota;01/09/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;BLANCO;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;HRVY-24;7;CT091003416;2016;6771163;Presencial;57243;779;846;58868;2da. Cuota;01/09/2022;2022;CAMIONETA;GREAT WALL;WINGLE5;GRIS;Mec;Dies;2000;Full;4;
Vehiculo Liviano;JGRD-37;8;SU079006117;2017;6881134;Presencial;59040;803;873;60716;2da. Cuota;01/09/2022;2022;STATION WAGON;FORD;ECOSPORT;BLANCO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;ZR-4093;6;CO052003406;2006;2090000;Presencial;42892;4744;13311;60947;Total;01/09/2022;2020;FURGON;CITROEN;BERLINGO;BLANCO BANQUISE;Mec;Dies;1900;Norm;3;
Vehiculo Liviano;LCDS-41;5;SU197009419;2019;7517028;Presencial;69425;944;1026;71395;2da. Cuota;01/09/2022;2022;STATION WAGON;RENAULT;DUSTER;CAFE BRONCE  CAYU;Mec;Benc;1600;NULL;4;
Vehiculo Liviano;GCGL-61;4;CT166006014;2014;7683298;Presencial;72141;981;1066;74188;2da. Cuota;01/09/2022;2022;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;KHYK-94;K;SU225009418;2018;7841602;Presencial;74726;1016;1104;76846;2da. Cuota;01/09/2022;2022;STATION WAGON;SSANGYONG;TIVOLI;PLATEADO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;FLTD-49;K;CT235013313;2013;7899273;Presencial;75668;1029;1118;77815;2da. Cuota;01/09/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;2500;Full;4;
Vehiculo Liviano;LWRZ-43;2;SD235024320;2020;8201594;Presencial;80607;1096;1191;82894;2da. Cuota;01/09/2022;2022;AUTOMOVIL;TOYOTA;YARIS;GRIS METALICO;Mec;Benc;1500;NULL;4;
Vehiculo Liviano;RLPT-60;8;NULL;2022;8250000;Presencial;81398;1107;1203;83708;2da. Cuota;01/09/2022;2022;CAMIONETA;CHANGAN;MS201 DC PICK UP A/C EPS;BLANCO;MEC;BENC;1200;EQUI;0;
Vehiculo Liviano;HGBV-18;5;CT176031815;2015;8539182;Presencial;86121;1171;1273;88565;2da. Cuota;01/09/2022;2022;CAMIONETA;NISSAN;NAVARA;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;RLBB-71;K;NULL;2022;8578500;Presencial;86762;1180;1282;89224;2da. Cuota;01/09/2022;2022;AUTOMOVIL;SUZUKI;DZIRE SEDAN 1.2 GL;PLATEADO PLATA;MEC;BENC;1200;FULL;0;
Vehiculo Liviano;LZDL-84;9;HB088001820;2020;8644718;Presencial;87845;1195;1298;90338;2da. Cuota;01/09/2022;2022;AUTOMOVIL;GEELY;GS;AZUL;Mec;Benc;1800;NULL;5;
Vehiculo Liviano;GRZD-36;7;CT235013714;2014;8646076;Presencial;87867;1195;1299;90361;2da. Cuota;01/09/2022;2022;CAMIONETA;TOYOTA;HILUX;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;PGFB-42;7;NULL;2021;8709610;Presencial;88904;1209;1314;91427;2da. Cuota;01/09/2022;2022;SUV;CHERY;TIGGO 4 GLS MT;GRIS PLATA;NULL;NULL;NULL;NULL;0;
Vehiculo Liviano;PDFT-25;7;HB111019020;2020;8813139;Presencial;90596;1232;1339;93167;2da. Cuota;01/09/2022;2022;AUTOMOVIL;HYUNDAI;I20;BLANCO;Mec;Benc;1400;NULL;4;
Vehiculo Liviano;LPVK-88;5;SU197008020;2020;8860511;Presencial;91370;1243;1350;93963;2da. Cuota;01/09/2022;2022;STATION WAGON;RENAULT;DUSTER;GRIS  CASSIOPEE;Mec;Benc;2000;Full;4;
Vehiculo Liviano;PZBH-78;1;SD111034321;2021;8926683;Presencial;92450;1258;1366;95074;2da. Cuota;01/09/2022;2022;AUTOMOVIL;HYUNDAI;VERNA;AZUL;Mec;Benc;1400;NULL;4;
Vehiculo Liviano;HSRC-91;3;CT166006916;2016;9067666;Presencial;94753;1289;1400;97442;2da. Cuota;01/09/2022;2022;CAMIONETA;MITSUBISHI;L200 WORK CR;PLATEADO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;PGZT-10;5;HB229018521;2021;9158343;Presencial;96234;1309;1422;98965;2da. Cuota;01/09/2022;2022;AUTOMOVIL;SUZUKI;BALENO;PLATEADO PLATA PREMIUN;Mec;Benc;1400;NULL;4;
Vehiculo Liviano;KPTG-11;9;SU166003318;2018;9374558;Presencial;98388;0;1454;99842;2da. Cuota;01/09/2022;2022;STATION WAGON;MITSUBISHI;OUTLANDER 2.0 4X2 MT;GRIS GRAFITO;Mec;Benc;2000;Full;4;
Vehiculo Liviano;JJFV-85;0;CT166006917;2017;10001070;Presencial;109999;1496;1626;113121;2da. Cuota;01/09/2022;2022;CAMIONETA;MITSUBISHI;L200 WORK CR;GRIS GRAFITO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;LKDW-84;5;HB184026420;2020;10346227;Presencial;115636;1573;1709;118918;2da. Cuota;01/09/2022;2022;AMBULANCIA;PEUGEOT;208;BLANCO;Mec;Dies;1500;NULL;4;
Vehiculo Liviano;KLDP-56;2;CT235015318;2018;11703645;Presencial;137809;1875;2037;141721;2da. Cuota;01/09/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;GKKX-54;2;CT235013616;2016;13272906;Presencial;163440;2223;2415;168078;2da. Cuota;01/09/2022;2022;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;3000;Full;4;
Vehiculo Liviano;LWRF-19;8;CT166006920;2020;13370325;Presencial;165031;2245;2439;169715;2da. Cuota;01/09/2022;2022;CAMIONETA;MITSUBISHI;L200;PLATEADO;Mec;Dies;2400;Full;4;
Vehiculo Liviano;PBYY-10;7;CT047001521;2021;13821488;Presencial;173549;2361;2565;178475;2da. Cuota;01/09/2022;2022;CAMIONETA;CHANGAN;HUNTER;BLANCO;Mec;Dies;2000;NULL;4;
Vehiculo Liviano;RDSG-77;8;NULL;2022;13990000;Presencial;177218;2411;2619;182248;2da. Cuota;01/09/2022;2022;STATION WAGON;DFLM;JOYEAR SX6 1.6 5MT;ROJO;MEC;BENC;1600;FULL;0;
Vehiculo Liviano;PGFB-84;2;SU235014421;2021;14697099;Presencial;192618;2620;2847;198085;2da. Cuota;01/09/2022;2022;STATION WAGON;TOYOTA;RAV4;GRIS OSCURO METALICO;Mec;Benc;2000;NULL;5;
Vehiculo Liviano;LWRR-97;7;CT176032820;2020;15067394;Presencial;200682;2730;2966;206378;2da. Cuota;01/09/2022;2022;CAMIONETA;NISSAN;NP300;ROJO;Mec;Dies;2300;Full;4;
Vehiculo Liviano;RRVS-36;4;NULL;2022;16498113;Presencial;231841;3154;3426;238421;2da. Cuota;01/09/2022;2022;STATION WAGON;HYUNDAI;TUCSON NX4 MPI 2.0;GRIS GRAFITO;NULL;NULL;NULL;NULL;0;
Vehiculo Liviano;LZDL-22;9;CT079020920;2020;18352802;Presencial;272231;3703;4023;279957;2da. Cuota;01/09/2022;2022;CAMIONETA;FORD;RANGER ICA;ROJO DESIERT;Mec;Dies;3200;NULL;4;
Vehiculo Liviano;PGWS-14;5;CT176032321;2021;19403149;Presencial;295106;4014;4361;303481;2da. Cuota;01/09/2022;2022;CAMIONETA;NISSAN;NP300;BLANCO;Aut;Dies;2300;Full;4;
Vehiculo Liviano;PCKW-49;4;CT160012221;2021;19610558;Presencial;299624;4076;4428;308128;2da. Cuota;01/09/2022;2022;CAMIONETA;MAZDA;BT50;AZUL LAGUNA;Aut;Dies;3200;Full;4;
Vehiculo Liviano;LPVF-78;2;CT079017520;2020;19917269;Presencial;306304;4167;4527;314998;2da. Cuota;01/09/2022;2022;CAMIONETA;FORD;RANGER;NEGRO;Mec;Dies;3200;Full;4;
Vehiculo Liviano;LWSB-35;6;CT235016220;2020;20027417;Presencial;308702;4199;4562;317463;2da. Cuota;01/09/2022;2022;CAMIONETA;TOYOTA;HILUX;PLATEADO SILVE;Mec;Dies;2400;NULL;4;
Vehiculo Liviano;VV-4530;2;HB235001804;2004;1627824;Internet;14400;0;0;14400;2da. Cuota;02/09/2022;2022;AUTOMOVIL;TOYOTA;YARIS SPORT XLI;PLATEADO MICA METALICO;Mec;Benc;1300;Equi;2;
Vehiculo Liviano;BHYG-20;1;HB184012608;2008;2725613;Internet;14418;0;0;14418;2da. Cuota;02/09/2022;2022;AUTOMOVIL;PEUGEOT;206 XR 5P. 1.4 AA;ROJO ADEN;Mec;Benc;1400;Full;4;
Vehiculo Liviano;LV-6171;0;SD235008795;1995;831973;Presencial;14820;202;219;15241;2da. Cuota;02/09/2022;2022;AUTOMOVIL;TOYOTA;TERCEL;BLANCO;Mec;Benc;1500;Norm;4;
Vehiculo Liviano;YV-8826;9;HB243015305;2005;1956801;Presencial;14820;202;219;15241;2da. Cuota;02/09/2022;2022;AUTOMOVIL;VOLKSWAGEN;POLO;GRIS ACERO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;UV-8622;8;SU184005102;2002;1337906;Presencial;14820;202;219;15241;2da. Cuota;02/09/2022;2022;STATION WAGON;PEUGEOT;306;ROJO FUEGO;Mec;Benc;1600;Full;4;
Vehiculo Liviano;WB-4984;9;CT050026007;2007;3244000;Internet;17161;0;0;17161;2da. Cuota;02/09/2022;2022;CAMIONETA;CHEVROLET;LUV D-MAX CC 3.0D 4WD DAB;BLANCO ALPINO;Mec;Dies;3000;Full;4;
Vehiculo Liviano;FDFC-48;8;HB035000714;2014;3558892;Internet;20374;0;0;20374;2da. Cuota;02/09/2022;2022;AUTOMOVIL;BRILLIANCE;H220 1.5MT HB DELUXE E5;BLANCO;Mec;Benc;1500;Full;4;
Vehiculo Liviano;BYDF-62;2;SD050023209;2009;2106066;Presencial;17587;1807;2870;22264;2da. Cuota;02/09/2022;2021;AUTOMOVIL;CHEVROLET;CORSA EXTR NB 1.6 PWR LTD;PLATEADO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;JDWV-17;9;SD050030517;2017;4504610;Internet;30379;0;0;30379;2da. Cuota;02/09/2022;2022;AUTOMOVIL;CHEVROLET;SAIL;AMARILLO CHAMPAGNE;Mec;Benc;1500;Equi;4;
Vehiculo Liviano;CXSC-84;K;CT176027511;2011;4898710;Internet;34549;0;0;34549;2da. Cuota;02/09/2022;2022;CAMIONETA;NISSAN;TERRANO AXS TURBO DSL 4X2;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;KHPX-16;8;HB229014418;2018;4738960;Presencial;33818;460;500;34778;2da. Cuota;02/09/2022;2022;AUTOMOVIL;SUZUKI;CELERIO;ROJO PERLADO;Mec;Benc;1000;Full;4;
Vehiculo Liviano;ZX-1532;0;CT160007706;2006;3593647;Presencial;28488;2928;4649;36065;2da. Cuota;02/09/2022;2021;CAMIONETA;MAZDA;B2500 SDX CP 4X4;BLANCO;Mec;Dies;2500;Full;4;
Vehiculo Liviano;YA-8600;6;CT176015204;2004;1747342;Presencial;31807;1960;2626;36393;Total;02/09/2022;2022;CAMIONETA;NISSAN;D21;ROJO;Mec;Benc;2400;Norm;4;
Vehiculo Liviano;BYDF-62;2;SD050023209;2009;2078787;Presencial;31807;1960;2626;36393;Total;02/09/2022;2022;AUTOMOVIL;CHEVROLET;CORSA EXTR NB 1.6 PWR LTD;PLATEADO;Mec;Benc;1600;Equi;4;
Vehiculo Liviano;BZHP-27;K;SD111016411;2011;2872637;Presencial;33565;2068;2771;38404;Total;02/09/2022;2022;AUTOMOVIL;HYUNDAI;ACCENT;AZUL;Mec;Benc;1400;Equi;4;
Vehiculo Liviano;GZHF-84;9;SU091001715;2015;5142660;Presencial;38214;520;565;39299;2da. Cuota;02/09/2022;2022;STATION WAGON;GREAT WALL;HAVAL5;BLANCO TITANIO;Mec;Benc;2400;Full;4;
